key,source,Translation
English_US,Human {{Alta}}. We are sorry.,
Description,From [0105-Choice],
French,Être humain {{Alta}}. Nous sommes désolés.,
Italian,Essere umano {{Alta}}. Ci dispiace.,
German,Menschin {{Alta}}. Es tut uns leid.,
Spanish_Spain,Humana {{Alta}}. Lo sentimos.,
Spanish_LATAM,Humana {{Alta}}. Lo sentimos.,
Korean,인간 {{Alta}}. 미안하구나.,
Russian,,
Japanese,人間{{アルタ}}よ、残念デス。,
Portuguese_Brazil,Humana {{Alta}}. Sentimos muito.,
Chinese_Simplified,人类{{Alta}}。我等很抱歉。,
Chinese_Traditional,人類{{Alta}}。我們很抱歉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0110-Alta,
English_US,...,
Description,,
French,…,
Italian,...,
German,…,
Spanish_Spain,...,
Spanish_LATAM,...,
Korean,...,
Russian,,
Japanese,…,
Portuguese_Brazil,...,
Chinese_Simplified,……,
Chinese_Traditional,……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0111-Zenith,
English_US,We hope. That you heal yourself.,
Description,,
French,Nous espérons. Que tu te soigneras toi-même.,
Italian,Speriamo. Che guarisci.,
German,"Wir hoffen, dass. Du dich selbst heilst.",
Spanish_Spain,Esperamos. Que te cures.,
Spanish_LATAM,Esperamos. Que te cures.,
Korean,부디 네가. 치유되길 바란다.,
Russian,,
Japanese,祈ってイマス。心を癒やせるように。,
Portuguese_Brazil,Esperamos. Que você se cure.,
Chinese_Simplified,我等衷心希望。你能治好自己。,
Chinese_Traditional,我們希望。你可以療癒自己。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0112-Alta,
English_US,...,
Description,,
French,…,
Italian,...,
German,…,
Spanish_Spain,...,
Spanish_LATAM,...,
Korean,...,
Russian,,
Japanese,……,
Portuguese_Brazil,...,
Chinese_Simplified,……,
Chinese_Traditional,……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0113-Zenith,
English_US,We are thinking. Of you.,
Description,,
French,Nous pensons. À toi.,
Italian,Ti. Pensiamo.,
German,Wir denken. An dich.,
Spanish_Spain,Estamos pensando. En ti.,
Spanish_LATAM,Te tenemos. En nuestros pensamientos.,
Korean,우린 너를. 생각한단다.,
Russian,,
Japanese,いつも思ってイマスヨ。アナタのコトを。,
Portuguese_Brazil,Estamos pensando. Em você.,
Chinese_Simplified,我等现在。很担心你。,
Chinese_Traditional,我們正在。想著你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0114-Alta,
English_US,Fine.,
Description,,
French,Très bien.,
Italian,Bene.,
German,Meinetwegen.,
Spanish_Spain,,
Spanish_LATAM,Está bien.,
Korean,그러든가요.,
Russian,,
Japanese,もういい。,
Portuguese_Brazil,Tá bem.,
Chinese_Simplified,好吧。,
Chinese_Traditional,好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
